"","VCMYMD","VCMEquityIdentifier","price","invRank","MARKET_VAL","sector"
"237",19891006,"AFAM        ",6.38261,1,44.015625,"Health Care"
"238",19891013,"AFAM        ",6.38261,2,44.015625,"Health Care"
"239",19891020,"AFAM        ",6.38261,2,44.015625,"Health Care"
"240",19891027,"AFAM        ",6.38261,4,44.015625,"Health Care"
"241",19891103,"AFAM        ",6.38261,5,44.015625,"Health Care"
"242",19891110,"AFAM        ",6.098939,4,42.059375,"Health Care"
"243",19891117,"AFAM        ",6.098939,4,42.059375,"Health Care"
"244",19891124,"AFAM        ",6.098939,4,42.059375,"Health Care"
"245",19891201,"AFAM        ",6.098939,5,42.059375,"Health Care"
"246",19891208,"AFAM        ",6.098939,5,42.059375,"Health Care"
"247",19891215,"AFAM        ",6.098939,7,42.059375,"Health Care"
"248",19891222,"AFAM        ",5.957103,7,41.08125,"Health Care"
"249",19891227,"AFAM        ",5.957103,7,41.08125,"Health Care"
"250",19891229,"AFAM        ",5.815268,4,40.103125,"Health Care"
"251",19900105,"AFAM        ",6.240775,9,43.0375,"Health Care"
"252",19900112,"AFAM        ",6.098939,11,42.059375,"Health Care"
"253",19900119,"AFAM        ",7.375461,30,50.8625,"Health Care"
"254",19900126,"AFAM        ",7.659132,30,52.81875,"Health Care"
"255",19900202,"AFAM        ",7.659132,30,52.81875,"Health Care"
"256",19900209,"AFAM        ",7.731752,30,53.31955,"Health Care"
"257",19900216,"AFAM        ",7.588215,30,52.3296875,"Health Care"
"258",19900223,"AFAM        ",7.375461,30,50.8625,"Health Care"
"259",19900302,"AFAM        ",7.375461,29,50.8625,"Health Care"
"260",19900309,"AFAM        ",7.16441,28,49.407052504,"Health Care"
"261",19900316,"AFAM        ",7.16441,27,49.407052504,"Health Care"
"262",19900323,"AFAM        ",7.16441,27,49.407052504,"Health Care"
"263",19900330,"AFAM        ",7.659132,29,52.81875,"Health Care"
"264",19900406,"AFAM        ",7.517297,28,51.840625,"Health Care"
"265",19900412,"AFAM        ",7.517297,28,51.840625,"Health Care"
"266",19900420,"AFAM        ",7.517297,29,51.840625,"Health Care"
"267",19900427,"AFAM        ",7.517297,29,51.840625,"Health Care"
"268",19900504,"AFAM        ",7.517297,28,51.840625,"Health Care"
"269",19900511,"AFAM        ",7.517297,26,51.840625,"Health Care"
"270",19900518,"AFAM        ",7.517297,24,51.840625,"Health Care"
"271",19900525,"AFAM        ",7.659132,24,52.81875,"Health Care"
"272",19900601,"AFAM        ",7.659132,22,52.81875,"Health Care"
"273",19900608,"AFAM        ",7.659132,21,52.81875,"Health Care"
"274",19900615,"AFAM        ",7.659132,19,52.81875,"Health Care"
"275",19900622,"AFAM        ",7.659132,20,52.81875,"Health Care"
"276",19900629,"AFAM        ",7.659132,17,52.81875,"Health Care"
"277",19900706,"AFAM        ",7.659132,17,52.81875,"Health Care"
"278",19900713,"AFAM        ",7.659132,14,52.81875,"Health Care"
"279",19900720,"AFAM        ",7.659132,14,52.81875,"Health Care"
"280",19900727,"AFAM        ",7.588215,16,52.3296875,"Health Care"
"281",19900803,"AFAM        ",7.448081,19,51.3633,"Health Care"
"282",19900810,"AFAM        ",7.375461,21,50.8625,"Health Care"
"283",19900817,"AFAM        ",7.375461,23,50.8625,"Health Care"
"284",19900824,"AFAM        ",6.949954,23,47.928125,"Health Care"
"285",19900831,"AFAM        ",6.169857,7,42.5484375,"Health Care"
"286",19900907,"AFAM        ",6.7372,16,46.4609375,"Health Care"
"287",19900914,"AFAM        ",6.7372,17,46.4609375,"Health Care"
"288",19900921,"AFAM        ",6.666282,19,45.971875,"Health Care"
"289",19900928,"AFAM        ",6.666282,23,45.971875,"Health Care"
"290",19901005,"AFAM        ",6.666282,22,45.971875,"Health Care"
"291",19901012,"AFAM        ",6.597066,24,45.494552504,"Health Care"
"292",19901019,"AFAM        ",6.313395,18,43.538302504,"Health Care"
"293",19901026,"AFAM        ",6.169857,17,42.5484375,"Health Care"
"294",19901102,"AFAM        ",6.169857,17,42.5484375,"Health Care"
"295",19901109,"AFAM        ",5.957103,12,41.08125,"Health Care"
"296",19901116,"AFAM        ",5.886185,9,40.5921875,"Health Care"
"297",19901123,"AFAM        ",5.815268,8,40.103125,"Health Care"
